PropertyID,Address,City,State,ZipCode,Type,Price,SquareFeet,Bedrooms,Bathrooms,AgentID
P000689,4747 Lopez Course Way,seattle,WA,27602,Commercial,452907,32420,,3,A00108
P000690,301 Erika Center St,Tucson,AZ,78211,Residential,1370452,4380,,2,A00028
P000691,5459 Tyler Pass Ln,Detroit,MI,80205,Commercial,1451871,26811,,9,A00057
P000692,783 SHAWN LAKE AVE,Charlotte,NC,78208,Commercial,1104953,32299,,5,A00007
P000693,2126 Williams Well Way,San Antonio,TX,21212,Commercial,1601055,41709,,10,A00022
P000694,4592 Cervantes Roads St,Memphis,TN,85009,Residential,517484,,3,3,A00052
P000695,9096 Underwood Ranch Ave,Tucson,AZ,93720,Residential,103921,5333,5,4,A00005
P000696,8918 Tammy Turnpike Pl,Sacramento,CA,90005,Residential,1469608,966,2,1,A00155
P000697,7493 Grimes Street Rd,Philadelphia,PA,94102,Commercial,1271182,9001,,8,A00091
P000698,6630 Wong Flat Blvd,New York,NY,85703,Residential,853179,1024,6,3,A00100
P000699,6066 Todd Street Ter,Seattle,WA,87104,Commercial,1393679,46088,,7,A00112
P000700,4835 Padilla Shoals Ter,Colorado Springs,CO,95819,Residential,1554988,5660,2,1,A00121
P000701,5060 RACHEL SPRING TER,Seattle,WA,46204,Commercial,955581,30034,,2,A00036
P000702,9072 Terri Trafficway Way,Phoenix,AZ,98102,Commercial,1014760,,,1,A00132
P000703,3443 Tanya Inlet Way,Milwaukee,WI,85208,Residential,1510247,1422,3,3,A00126
P000704,7230 Lawrence Dam Dr,MILWAUKEE ,WI,38101,Commercial,1256827,32029,,8,A00107
P000705,7067 James River Blvd,Austin,TX,60605,Commercial,1510213,19809,,6,A00068
P000706,4735 Harper Mews Rd,Denver,CO,90011,Residential,1737391,2973,3,3,A00048
P000707,985 Angela Tunnel Dr,Albuquerque,NM,90008,Residential,1355200,3725,5,3,A00050
P000708,6639 Barajas Rest Ave,Portland,OR,23450,Commercial,1452081,21364,,3,A00052
P000709,8093 Jimenez Crossing Way,Philadelphia,PA,78723,Residential,1659461,5563,1,5,A00005
P000710,4956 Shirley Court Pl,Virginia Beach,VA,33126,Commercial,388019,35223,,5,A00146
P000711,4058 Gonzalez Stream Ct,virginia beach,VA,92105,Residential,1582937,2384,6,2,A00096
P000712,9928 Stacey Walk Way,Dallas,TX,33128,Residential,1051734,3812,5,,A00031
P000713,280 Ryan Turnpike Blvd,MILWAUKEE ,WI,77010,Commercial,1020207,11291,,2,A00053
P000714,2025 Clark Bypass St,Los Angeles,CA,80205,Residential,994369,626,5,,A00120
P000715,4817 Jennifer Mall Dr,Boston,MA,90011,Residential,1182740,2389,2,5,A00033
P000716,532 Joseph Rapid Way,Tucson,AZ,95814,Residential,1370185,3077,2,5,A00076
P000717,7779 Baldwin Valley Ct,Long Beach,CA,75208,Residential,736565,2138,4,4,A00148
P000718,8164 Rhodes Vista Ave,Miami,FL,60608,Commercial,942176,,,5,A00037
P000719,5948 Williams Rapids Blvd,PHOENIX,AZ,95817,Commercial,1138641,26591,,8,A00071
P000720,1294 Morrison Branch Ct,LOS ANGELES,CA,85207,Residential,445045,3230,1,4,A00065
P000721,4841 Edgar Meadow Ter,Charlotte,NC,28204,Commercial,685213,33003,,9,A00022
P000722,5266 Sherman Spring Ct,Denver,CO,98108,Residential,885668,2026,,5,A00016
P000723,3480 Patrick Fords Ave,Boston,MA,93706,Commercial,1539521,8073,,5,A00135
P000724,5102 Moore Port Ct,Fort Worth,TX,30303,Residential,1003644,4371,6,2,A00091
P000725,3908 Walsh Islands St,Long Beach,CA,85208,Commercial,1063730,21411,,6,A00002
P000726,6747 Chapman Mall Ter,dallas,TX,95814,Commercial,558214,4329,,4,A00088
P000727,635 SMITH BURGS ST,Portland,OR,90002,Commercial,902734,12168,,10,A00101
P000728,8976 Jackson Brook Ave,phoenix,AZ,85207,Residential,581545,3869,1,2,A00154
P000729,9540 Cheryl Trafficway Way,seattle,WA,75208,Commercial,686726,1891,,3,A00143
P000730,5236 Benjamin Mount Ave,Albuquerque,NM,75209,Residential,1590172,3453,6,5,A00118
P000731,1499 Frazier Estates St,HOUSTON,TX,80202,Residential,829921,1609,2,5,A00043
P000732,1028 Veronica Cape Ave,Portland,OR,33128,Commercial,1966483,48451,,5,A00065
P000733,5953 Diane Burgs Ter,Colorado Springs,CO,90801,Residential,1952504,,3,1,A00050
P000734,3314 Joseph Greens St,Raleigh,NC,10011,Residential,467315,2199,1,2,A00086
P000735,685 Gregory Expressway Ln,Atlanta,GA,90003,Residential,208452,2908,1,3,A00020
P000736,898 Johnson Stravenue Ln,Kansas City,MO,78208,Commercial,564733,30604,,5,A00040
P000737,4243 SCOTT PARKWAY CT,San Diego,CA,19101,Commercial,485371,24630,,2,A00015
P000738,8215 MURPHY MISSION BLVD,tucson,AZ,40209,Residential,712331,5746,3,1,A00031
P000739,7198 Walker Street Dr,LAS VEGAS,NV,87106,Residential,1212317,2421,5,1,A00141
P000740,4022 Marissa Roads Ln,Kansas City,MO,38105,Commercial,490114,39498,,6,A00008
P000741,4676 Michael Square Way,RALEIGH ,NC,68104,Commercial,432698,38321,,3,A00117
P000742,5991 Valerie Hills Way,New York,NY,19101,Residential,794523,2118,6,5,A00091
P000743,3411 Benton Mountain Ave,Detroit,MI,2104,Commercial,621083,9330,,9,A00100
P000744,4113 Jones Fort Way,Albuquerque,NM,85204,Residential,1349921,2732,3,3,A00148
P000745,3865 Watson Isle Pl,Mesa,AZ,80902,Commercial,1264013,20127,,3,A00142
P000746,7629 Sandra Pike Ln,Omaha,NE,75209,Residential,817580,967,1,4,A00135
P000747,8782 Frye Spur Dr,San Antonio,TX,92106,Residential,1271993,2194,6,5,A00096
P000748,1607 David Inlet Ln,Miami,FL,32206,Commercial,1055652,45452,,8,A00054
P000749,9948 Wyatt Crest Rd,Nashville,TN,90805,Residential,83216,3008,6,5,A00118
P000750,6470 Dunn Inlet Blvd,BALTIMORE,MD,94107,Residential,1742439,773,,2,A00110
P000751,1328 Carter Square Blvd,Milwaukee,WI,28205,Commercial,1379645,26575,,,A00152
P000752,7635 Sandra Crest Pl,San Diego,CA,78705,Residential,1517973,2588,4,1,A00068
P000753,1461 Mary Park St,Boston,MA,94109,Commercial,709071,39389,,8,A00125
P000754,3658 Kirsten Summit Rd,Jacksonville,FL,68104,Residential,1463389,3748,5,4,A00045
P000755,4903 James Rest Blvd,San Diego,CA,28204,Commercial,590112,16013,,7,A00014
P000756,8199 Sheila Ford Pl,Louisville,KY,77001,Commercial,448492,41956,,1,A00109
P000757,5315 Maldonado Haven Blvd,San Francisco,CA,85203,Commercial,1750056,12548,,7,A00128
P000758,8994 Allen Burg Dr, San Francisco ,CA,78721,Commercial,1264700,33336,,3,A00003
P000759,9868 Alvarez Square Pl,Mesa,AZ,85701,Residential,610969,4212,6,2,A00127
P000760,5458 Sheila Valley Pl,Baltimore,MD,38105,Commercial,1530378,5398,,2,A00132
P000761,6584 Wilson Ports St,Portland,OR,90006,Residential,1144432,2923,3,3,A00002
P000762,8461 Blake Junctions St,Mesa,AZ,27601,Commercial,1083194,37066,,3,A00026
P000763,934 David Circles St,San Antonio,TX,43201,Commercial,1549410,17532,,8,A00062
P000764,8105 Zachary Field Rd,Milwaukee,WI,85702,Commercial,1089277,49212,,4,A00008
P000765,2840 Baker Turnpike St,Memphis,TN,90002,Commercial,1430754,27857,,5,A00102
P000766,7737 Ward Curve Ter,Charlotte,NC,53204,Commercial,1652118,49578,,5,A00066
P000767,117 Reilly Dale Ter,JACKSONVILLE,FL,92101,Commercial,377686,,,2,A00076
P000768,327 Jimenez Burgs Ter,Detroit,MI,77009,Residential,1577702,4081,6,5,A00136
P000769,8776 Gray Forks Rd,Long Beach,CA,23457,Commercial,1146862,,,8,A00111
P000770,705 JONES TRAFFICWAY AVE,Los Angeles,CA,78701,Commercial,1205984,,,10,A00088
P000771,9323 Tyler Fork Ave,Nashville,TN,87103,Residential,393097,902,3,1,A00146
P000772,6287 Davies Port Pl,Chicago,IL,93650,Residential,681764,2779,1,1,A00073
P000773,308 Rivera Mill Ct,San Diego,CA,21206,Residential,452276,2761,1,2,A00150
P000774,8317 Wise Motorway St,San Francisco,CA,89110,Residential,1502305,2934,,1,A00069
P000775,6946 Briggs Tunnel Ct,Milwaukee,WI,92110,Commercial,1799836,33205,,2,A00156
P000776,4272 Hawkins Loop Blvd,Denver,CO,46218,Residential,1310391,826,2,5,A00034
P000777,4032 Rogers Fords Ct,Long Beach,CA,60611,Commercial,1369314,,,,A00108
P000778,550 Katherine Shore Ave,Tucson,AZ,95817,Residential,1107188,3935,3,2,A00151
P000779,2967 Michael Corner St,Portland,OR,64106,Residential,1457011,1116,3,3,A00049
P000780,1138 Tara Mount St,San Francisco,CA,28202,Residential,669097,1363,2,1,A00027
P000781,9964 Angela Shore Ter,Portland,OR,2104,Commercial,1849458,2113,,10,A00033
P000782,5018 Robinson Valley Ter,long beach,CA,80209,Residential,619579,3716,4,3,A00121
P000783,5843 Antonio Courts Ct,Chicago,IL,78209,Commercial,363836,40206,,5,A00123
P000784,9543 WHITE TUNNEL PL,Colorado Springs,CO,85203,Commercial,1295179,6020,,3,A00081
P000785,7162 Payne Points Pl,Kansas City,MO,37207,Commercial,265653,36490,,6,A00068
P000786,6963 Prince Squares Rd,Los Angeles,CA,92103,Residential,1896949,3189,2,1,A00077
P000787,1787 Tonya Forge Ave,Virginia Beach,VA,32099,Commercial,1198922,17361,,4,A00108
P000788,4997 Ellis Expressway Ter,Detroit,MI,94109,Residential,1336824,1854,6,5,A00040
P000789,105 Erin Fall Ln,Philadelphia,PA,76110,Residential,1310291,3086,6,4,A00089
P000790,8226 Adam Light Dr,Milwaukee,WI,10013,Residential,1444631,3732,3,5,A00074
P000791,5434 Audrey Burg Blvd,Long Beach,CA,75201,Residential,1462402,3317,4,4,A00078
P000792,8133 Turner Rapids St,Miami,FL,48210,Commercial,1791842,6690,,8,A00025
P000793,4206 John Glens Way,Denver,CO,38104,Residential,382170,,5,3,A00076
P000794,3440 Rebecca Alley Pl,Chicago,IL,19101,Commercial,917541,15940,,7,A00013
P000795,1159 Martin Stream Ct,Baltimore,MD,90003,Commercial,343700,11038,,10,A00043
P000796,6696 Kenneth Fords Ter,San Francisco,CA,28205,Commercial,1033016,45985,,10,A00119
P000797,6300 Mary Lodge St,Columbus,OH,19113,Commercial,555395,41888,,9,A00010
P000798,2308 JAIME STREAM ST,Sacramento,CA,94103,Residential,409068,4947,4,3,A00048
P000799,3523 Park Canyon Dr,JACKSONVILLE,FL,30304,Commercial,943000,7243,,6,A00139
P000800,5882 Solis Extensions Dr,San Antonio,TX,97206,Commercial,1076034,31184,,8,A00103
P000801,4859 Garcia Mountains Ln,Long Beach,CA,64109,Commercial,1572993,44071,,7,A00034
P000802,980 Paige Lodge Ave,Austin,TX,46208,Commercial,917266,20457,,3,A00042
P000803,124 Cohen Ford Pl,Omaha,NE,97201,Residential,687957,3011,3,4,A00128
P000804,5834 walsh run ter,Phoenix,AZ,32202,Residential,747777,618,,2,A00048
P000805,5516 pamela station st,Charlotte,NC,80204,Commercial,1665975,15456,,8,A00110
P000806,1522 Cameron Canyon Pl,San Francisco,CA,85704,Residential,960047,5946,4,1,A00023
P000807,950 angela gardens ct,Miami,FL,2108,Residential,276308,2997,4,5,A00063
P000808,7014 Katherine Throughway Rd,Seattle,WA,32202,Residential,1648535,3754,6,,A00061
P000809,4240 Mario Coves Pl,dallas,TX,85210,Commercial,668024,,,2,A00022
P000810,2635 DAVENPORT COMMON DR,Jacksonville,FL,23451,Commercial,1230653,27512,,7,A00151
P000811,5841 Robert Walk Ave,Virginia Beach,VA,80905,Commercial,956015,29461,,5,A00099
P000812,2994 Caldwell Haven Ln,Fort Worth,TX,27610,Commercial,416761,4007,,3,A00149
P000813,1108 JACQUELINE PLAZA RD,Memphis,TN,89104,Residential,1868798,2986,2,2,A00135
P000814,9693 Howe Overpass Ave,Charlotte,NC,87107,Residential,318940,4391,,2,A00081
P000815,9362 Vargas Corner Way,tucson,AZ,95818,Commercial,1018880,,,9,A00036
P000816,5485 Juan Locks Blvd,Las Vegas,NV,87106,Residential,1172349,3998,6,3,A00053
P000817,5378 Gonzalez Ville Dr,San Antonio,TX,93702,Commercial,1885888,31158,,7,A00122
P000818,5607 Leah Curve Way,Fort Worth,TX,94105,Commercial,1550299,4385,,5,A00064
P000819,7495 Jennifer Trail Ter,Portland,OR,95819,Residential,1529840,5025,5,4,A00003
P000820,4196 Brian Ville Rd,sacramento,CA,64106,Commercial,1204806,11036,,8,A00045
P000821,2300 Peterson Manor Ave,Louisville,KY,85009,Commercial,1928704,10946,,3,A00084
P000822,7331 Owen Plains Dr,DALLAS,TX,2102,Commercial,1799071,20045,,9,A00006
P000823,2077 Scott Street Ct,Portland,OR,75204,Residential,199970,3012,2,5,A00104
P000824,5909 William Expressway Ter,Los Angeles,CA,38101,Residential,1525823,5210,2,1,A00093
P000825,719 Bond Centers Blvd,Virginia Beach,VA,46214,Residential,1784690,3285,5,5,A00115
P000826,7439 Jose Flats St,Columbus ,OH,94103,Residential,1911906,5213,4,5,A00013
P000827,9453 Herring Streets Ct,Fort Worth,TX,53208,Commercial,328173,21567,,5,A00045
P000828,5201 Lisa Corners Ave,Houston,TX,40210,Commercial,307806,43690,,2,A00013
P000829,5911 Nicholas Radial Blvd,Chicago,IL,48204,Commercial,780709,1597,,3,A00135
P000830,696 Daniel Plains Way,Phoenix,AZ,77001,Commercial,1767531,3867,,,A00005
P000831,6798 James Grove Rd,Denver,CO,27605,Residential,549338,,5,3,A00048
P000832,750 Nicole Ridge Ln,Omaha,NE,23452,Residential,818788,4340,6,2,A00021
P000833,696 Sanford Summit Blvd,Tucson,AZ,95814,Residential,127338,3758,2,3,A00059
P000834,1778 Christopher Brook Blvd,Indianapolis,IN,90008,Residential,1168154,4622,,1,A00113
P000835,4324 Lisa Glen Ave,Los Angeles,CA,46201,Residential,715770,1879,6,5,A00003
P000836,4263 Debbie Islands Ln,San Francisco,CA,23458,Commercial,748725,,,7,A00017
P000837,5593 Webb Turnpike Dr,Jacksonville,FL,93720,Residential,1514358,4583,1,5,A00133
P000838,5414 Daniel Hollow Pl,Chicago,IL,46205,Residential,1036362,5907,4,3,A00079
P000839,5417 ANDREA ALLEY AVE,Virginia Beach,VA,40205,Commercial,1732220,2805,,10,A00119
P000840,1737 Dennis Fall Ct,Memphis,TN,80207,Residential,1877301,4580,6,1,A00147
P000841,8386 Rogers Port Blvd,San Diego,CA,64106,Commercial,471340,47171,,9,A00041
P000842,5271 Johnson Tunnel Way,Indianapolis,IN,32201,Residential,1289491,1292,1,4,A00126
P000843,4064 Lacey Lights Ter,Boston,MA,97202,Residential,1394141,3335,5,3,A00094
P000844,4674 Larsen Harbors Way, San Francisco ,CA,46203,Commercial,1128394,49647,,7,A00080
P000845,7982 Miller Brook Ct,Columbus,OH,53204,Residential,1097464,3375,2,1,A00002
P000846,647 Dunn Lodge Ct,Fresno,CA,40204,Residential,1189397,3160,3,1,A00149
P000847,7997 anne ridge pl,Virginia Beach,VA,48202,Residential,496749,4971,3,4,A00154
P000848,1813 Shelly Ranch Ln,JACKSONVILLE,FL,30308,Commercial,1799974,26541,,5,A00121
P000849,7584 Carter Road Dr,ATLANTA,GA,90803,Residential,1580410,4208,5,2,A00031
P000850,6651 Lee Village Way,Portland,OR,64111,Commercial,370140,16892,,3,A00015
P000851,4064 Thompson Ports Blvd,Colorado Springs,CO,46219,Residential,1727887,1980,6,3,A00052
P000852,2844 Alejandro Cliffs Dr,Jacksonville,FL,76106,Commercial,1822070,39427,,2,A00127
P000853,7142 Suzanne Radial St,PORTLAND,OR,87105,Residential,1887117,,3,4,A00079
P000854,6930 Barrera Ford Way,Memphis,TN,98106,Commercial,1158571,8872,,,A00114
P000855,9102 Allen Mission Ter,New York,NY,77009,Commercial,1312763,38384,,8,A00043
P000856,6814 Jeremiah Mountains Rd,Sacramento,CA,27609,Commercial,1874457,19769,,5,A00102
P000857,5402 Katherine Greens Ln,columbus,OH,2105,Residential,313396,2112,4,,A00102
P000858,2237 Jane Mall Dr,MEMPHIS,TN,40204,Commercial,294526,18892,,2,A00121
P000859,6458 Erica Brook Ln,Tucson,AZ,33125,Commercial,1088846,38526,,10,A00061
P000860,7270 Shannon Fords Dr,Long Beach,CA,95820,Residential,157642,3005,5,2,A00117
P000861,2361 Mckenzie Circle Blvd,Fresno,CA,23457,Commercial,323066,18194,,9,A00114
P000862,2041 Nelson Fords Pl,Houston,TX,27605,Residential,135879,3979,5,2,A00042
P000863,4950 Pineda Isle Pl,Nashville,TN,28204,Residential,1571554,3651,5,2,A00077
P000864,5478 Martinez Prairie Ter,Miami,FL,10003,Commercial,898081,44482,,2,A00133
P000865,9664 Miranda Courts Way,Boston,MA,80904,Commercial,1038296,43265,,8,A00098
P000866,9567 Reilly Views Way,chicago,IL,93711,Commercial,1726963,12384,,7,A00033
P000867,9654 Hester Rest Ave,Boston,MA,97205,Residential,1249846,5359,3,3,A00104
P000868,7125 MURRAY PLAZA CT,Austin,TX,90813,Residential,1084162,5981,2,3,A00044
P000869,832 Lisa Trail Way,Houston,TX,46208,Commercial,1386493,30646,,6,A00036
P000870,280 RYAN TURNPIKE BLVD,MILWAUKEE ,WI,85007,Commercial,1019392,11291,,2,A00053
P000871,958 WALKER FIELDS TER,Las Vegas,NV,19101,Residential,603658,3669,2,2,A00050
P000872,1783 Williamson Coves Rd,louisville,KY,98103,Commercial,1180081,43523,,2,A00109
P000873,1180 Graham Path Ct,PHILADELPHIA,PA,28201,Commercial,301228,17070,,4,A00075
P000874,893 Danielle Mall Blvd,Detroit,MI,94101,Residential,514625,1889,1,4,A00023
P000875,5231 Floyd Forge Dr,HOUSTON,TX,30305,Commercial,1241938,17867,,10,A00041
P000876,2016 COX FALL WAY,mesa,AZ,78705,Commercial,205647,,,5,A00080
P000877,610 Mejia Valleys Blvd,Sacramento,CA,77009,Commercial,514705,39746,,1,A00131
P000878,1552 Cabrera Trail Way,Memphis,TN,92106,Commercial,1820885,11531,,9,A00065
P000879,947 rodriguez flat ln,milwaukee,WI,77005,Commercial,1009721,9005,,6,A00149
P000880,9464 FIGUEROA CROSSROAD ST,Portland,OR,33126,Residential,1174091,2778,2,5,A00070
P000881,3894 Derrick Station Ter,New York,NY,75209,Residential,1285696,2399,2,3,A00119
P000882,4547 Payne Forges Pl,Houston,TX,46219,Residential,1753354,1058,4,5,A00063
P000883,5615 James Burg Dr,Memphis,TN,2101,Residential,1912284,2593,6,1,A00129
P000884,3339 Bryant Ridges Ct,Fresno,CA,97212,Commercial,1521417,19310,,2,A00006
P000885,2975 David Circle Blvd,Dallas,TX,23451,Commercial,1769588,17680,,4,A00075
P000886,8876 Dustin Causeway Rd,Louisville,KY,95823,Commercial,1081777,40051,,1,A00103
P000887,8168 Murphy Squares Pl,Portland,OR,80902,Commercial,747550,18508,,1,A00151
P000888,6620 Contreras Trail Blvd,Columbus,OH,19114,Commercial,560442,27314,,1,A00007
P000889,1917 Linda Expressway Ct,Philadelphia,PA,27604,Residential,304556,1761,3,3,A00054
P000890,2392 Santos Street Pl,Denver,CO,28207,Commercial,1888298,30767,,2,A00155
P000891,584 Ballard Way Ter,Long Beach,CA,90807,Commercial,1682854,13266,,2,A00154
P000892,1470 David Park Way,Portland,OR,32208,Residential,287526,4029,3,3,A00072
P000893,1123 Mathis Glens St,Virginia Beach,VA,30301,Commercial,543962,30975,,7,A00053
P000894,1945 gonzalez prairie ter,San Francisco,CA,75203,Residential,1820574,712,4,1,A00032
P000895,5229 John Center Pl,phoenix,AZ,77006,Residential,1662393,4406,6,1,A00006
P000896,4314 Jeffrey Mews Pl,Sacramento,CA,37203,Commercial,782806,12227,,3,A00049
P000897,3341 Dennis Tunnel Ct,Mesa,AZ,40203,Commercial,813701,47350,,,A00126
P000898,4650 Brown Mall Blvd,dallas,TX,95815,Commercial,1227800,46554,,5,A00007
P000899,2200 Kirk Expressway Ter,miami,FL,38108,Residential,1487238,2638,2,,A00056
P000900,3214 Julie Isle Pl,Fort Worth,TX,60610,Residential,82986,2953,3,4,A00091
P000901,5214 Carolyn Wells Rd,Sacramento,CA,87106,Residential,713662,2845,4,2,A00110
P000902,6074 Barbara Key St,Seattle,WA,30305,Residential,512082,4184,3,2,A00043
P000903,5257 Martinez Mall Ter,kansas city,MO,97211,Residential,95600,1944,3,4,A00132
P000904,4277 Hunter Lights Blvd,Omaha,NE,89106,Commercial,722711,4573,,3,A00044
P000905,9739 Gonzalez Trail St,Houston,TX,97205,Residential,1277422,2875,6,1,A00062
P000906,7306 Shelia Island Ln,Kansas City,MO,97212,Residential,275432,5653,,3,A00050
P000907,4135 Beck Ridges Ln,Philadelphia,PA,27608,Commercial,1808743,25319,,8,A00085
P000908,2834 Smith Spurs Ave,Atlanta,GA,90007,Residential,856798,3185,2,5,A00096
P000909,6997 Jill Village Ct,San Diego,CA,85701,Residential,1494428,2582,4,4,A00002
P000910,4916 kimberly ferry ct,indianapolis,IN,10010,Commercial,302028,20999,,5,A00090
P000911,1173 Shields Track Blvd,Colorado Springs,CO,43204,Commercial,1722510,12198,,9,A00041
P000912,9077 Katelyn Corners St,DETROIT,MI,87110,Commercial,1923792,38892,,4,A00046
P000913,3598 Matthew Court Dr,Louisville,KY,87104,Commercial,1203978,15032,,2,A00019
P000914,2854 Yolanda Hills Ct,San Diego,CA,80907,Residential,452521,5115,2,5,A00035
P000915,9832 KIM ISLE WAY,philadelphia,PA,21207,Residential,387736,748,3,,A00070
P000916,3920 Kenneth Forges Ave,Austin,TX,94110,Residential,333863,5401,1,3,A00073
P000917,1769 copeland neck pl,Philadelphia,PA,77002,Residential,1906345,2282,3,2,A00026
P000918,7966 Theresa Unions Ter,SAN FRANCISCO,CA,85002,Residential,182166,3382,4,5,A00024
P000919,9846 Dominguez Keys Ter,Denver,CO,85009,Residential,862573,2209,1,3,A00034
P000920,7567 John Inlet Blvd,Baltimore,MD,75209,Residential,1646698,881,5,3,A00147
P000921,4835 Padilla Shoals Ter,Colorado Springs,CO,37204,Residential,1554988,5660,2,1,A00121
P000922,7376 Vega Station Ct,Detroit,MI,53210,Commercial,1983808,,,7,A00112
P000923,396 Ball Bypass Pl,Houston,TX,78207,Commercial,950257,35084,,2,A00049
P000924,6060 Jackson Lakes Ave,Albuquerque,NM,77008,Commercial,1053270,2489,,1,A00135
P000925,9897 Darius Common Ln,Milwaukee,WI,46208,Residential,904037,2314,,4,A00027
P000926,5299 Mary Rapid St,Fresno,CA,94102,Residential,207533,2722,3,1,A00154
P000927,5781 Wright Mews Way,Seattle,WA,98101,Commercial,980371,31637,,6,A00139
P000928,9289 Stefanie Crossing Blvd,PHOENIX,AZ,80205,Commercial,1444469,17381,,2,A00146
P000929,5340 Dougherty Inlet Ct,Omaha,NE,40203,Commercial,1028559,6034,,4,A00005
P000930,1356 Becky Heights Ave,Jacksonville,FL,78201,Residential,403304,4265,3,5,A00022
P000931,3542 Margaret Crescent Pl,Tucson,AZ,94104,Commercial,1061981,,,,A00021
P000932,966 Robinson Bridge Ter,Fresno,CA,90006,Commercial,1254109,2223,,2,A00053
P000933,9595 Lisa Forks Ct,Columbus,OH,92104,Commercial,1042631,39593,,1,A00007
P000934,2081 Vargas Square St,Nashville,TN,64105,Residential,1113852,4766,5,4,A00017
P000935,7157 Tammy Springs Ct,Milwaukee,WI,92105,Commercial,406076,26748,,,A00118
P000936,7787 SHAWN DALE RD,Chicago,IL,60607,Residential,634240,1900,5,5,A00146
P000937,140 Rogers Key Rd,philadelphia,PA,40202,Commercial,378341,11460,,3,A00038
P000938,1239 Christine Light Ct,Long Beach,CA,80211,Residential,1175723,4010,6,4,A00041
P000939,5409 Tucker Trafficway Ter,Miami,FL,43203,Commercial,1425771,,,7,A00028
P000940,2507 Benjamin Spurs Rd,Columbus,OH,92108,Commercial,244613,33796,,5,A00049
P000941,1965 Barbara Street Dr,Houston,TX,21209,Commercial,638463,15655,,10,A00097
P000942,8186 Ramirez Mount Ave,Columbus ,OH,10014,Residential,805290,1179,4,5,A00034
P000943,4513 Robinson Plain Dr,San Francisco,CA,48203,Residential,1562485,4042,3,5,A00065
P000944,6077 Jeffrey Stream Blvd,Portland,OR,94107,Residential,730909,3818,5,3,A00128
P000945,273 Christine Meadow Dr,milwaukee,WI,85209,Commercial,992721,21028,,8,A00135
P000946,3429 JONES MILLS TER,Long Beach,CA,85707,Commercial,1308186,,,7,A00047
P000947,5435 Martin Passage Ct,Seattle,WA,75204,Commercial,1719953,32622,,10,A00078
P000948,6165 Moran Shoal Dr,San Francisco,CA,30307,Residential,1988901,2490,6,5,A00056
P000949,2891 Perez Unions Dr,kansas city,MO,46208,Residential,1598676,5944,,4,A00127
P000950,7450 Gomez Pine Blvd,Detroit,MI,80911,Residential,1713756,887,1,5,A00035
P000951,331 Conway Brooks Dr,Denver,CO,23453,Commercial,1425719,48796,,5,A00052
P000952,625 Sean Glens Ter,Austin,TX,80904,Residential,497330,1169,4,3,A00095
P000953,5145 Kevin Avenue Way,Mesa,AZ,2107,Residential,309164,5811,5,3,A00079
P000954,5785 Angela Fords Dr,Mesa,AZ,68108,Residential,1537085,4085,2,2,A00116
P000955,2204 Castillo Trail Ave,San Francisco,CA,94103,Residential,134357,1955,5,1,A00011
P000956,3187 flores vista blvd,tucson,AZ,97202,Commercial,1472090,45958,,8,A00054
P000957,2142 Bianca Roads Ave,Mesa,AZ,53209,Residential,421590,2317,1,4,A00054
P000958,1100 Scott Ferry Ln,New York,NY,32206,Residential,1475281,5371,1,1,A00069
P000959,7767 victor village way,Colorado Springs,CO,94109,Residential,1751846,2004,1,1,A00098
P000960,4906 Cameron Corners Dr,Mesa,AZ,68107,Residential,1873890,3964,3,3,A00102
P000961,4336 Jason Park Ln,FORT WORTH,TX,48210,Residential,1915677,3102,6,2,A00077
P000962,5983 Jose Mall Ter,Miami,FL,27605,Residential,881667,903,2,1,A00149
P000963,3503 Clark Burgs Dr,houston,TX,32204,Commercial,1173647,7440,,9,A00114
P000964,3081 Joshua Creek Pl,Louisville,KY,37203,Commercial,1389278,14931,,3,A00105
P000965,9775 Garcia Unions Pl,Jacksonville,FL,21208,Commercial,1794858,21435,,8,A00094
P000966,937 Taylor Landing Pl,Miami,FL,95818,Residential,1188407,2176,5,3,A00111
P000967,4503 Bolton Loop St,Mesa,AZ,92107,Commercial,257297,15580,,4,A00149
P000968,4376 Danielle Burgs Ln,Denver,CO,53207,Commercial,1481806,47890,,2,A00113
P000969,1300 Kirby Islands Dr,Indianapolis,IN,85003,Commercial,1500872,27445,,8,A00134
P000970,8246 Alexandra Ramp Blvd,Baltimore,MD,85013,Residential,751332,4828,5,2,A00135
P000971,7274 Linda Burg Ct,Sacramento,CA,33127,Residential,439328,781,5,4,A00038
P000972,2331 gary courts blvd,tucson,AZ,78704,Residential,1183666,3857,3,1,A00058
P000973,3796 Greene Mountain Way,Omaha,NE,46219,Residential,492880,,3,,A00007
P000974,4572 Harris Green Blvd,Columbus,OH,40207,Residential,707001,4798,6,1,A00124
P000975,6074 BARBARA KEY ST,Seattle,WA,85013,Residential,512082,4184,3,2,A00043
P000976,3314 Nelson Stream Pl,VIRGINIA BEACH,VA,33130,Commercial,1630134,45800,,1,A00111
P000977,9455 Debra Summit Ln,Louisville,KY,98103,Residential,1678438,3240,4,2,A00075
P000978,4076 Brendan Mission Rd,Louisville,KY,75210,Residential,484494,5927,2,,A00055
P000979,9703 Bridget Flats Ave,Detroit,MI,76103,Residential,1917118,4064,2,4,A00098
P000980,7618 Matthew Ridges Ln,indianapolis,IN,43202,Residential,1908328,3446,6,2,A00141
